Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
OrderNChaos,https://ordernchaos.finance/,OrderNChaos(ONC) is a twin system of algorithmic stable coins. ONC produces the $CHAOS token: an algorithmic metastable token that serves as a store of wealth. And it produces the $ORDER token: a decentralized superstable store of value.,"['Arbitrum', 'Avalanche', 'Binance', 'zkSync Era', 'Kava']",ordernchaos_fi,68081.32321519422,"{'Binance': 11390.780475962729, 'Kava': 7.129578501217378, 'zkSync Era': 2409.751958, 'Avalanche': 15191.000149651025, 'Arbitrum': 39082.661053079246}",Algo-Stables
MUFEX,https://www.mufex.finance,"Introducing the fastest and most powerful DEX, up to 150X leverage. Join us now for lightning-fast trades and a revolutionary trading experience.","['Arbitrum', 'Polygon', 'Binance']",Mufex_Official,66186.5380944111,"{'Binance': 2476.946546832182, 'Polygon': 10469.244997543048, 'Arbitrum': 53240.346550035865}",Derivatives
Auragi Finance,https://auragi.finance,"Auragi Finance is an automatic market maker with ve(3,3) mechanics. We offer our users minimal slippage, low swapping fees and deep liquidity. And, our swapping fees are 0.01% for stable and 0.05% for volatile pairs.",['Arbitrum'],AuragiFinance,62505.482403398186,{'Arbitrum': 62505.482403398186},Dexes
Solunea,https://www.solunea.xyz,"Solunea is the first 100% Real Yield & Community owned ve(3,3) DEX on zkSync Era.","['zkSync Era', 'Arbitrum']",SoluneaDex,62141.82138939239,"{'zkSync Era': 54075.1155364503, 'Arbitrum': 8066.705852942087}",Dexes
POISON FINANCE,https://poison.finance/,"Poison Protocol is a Magic Wand that lets you create Multi Chain Synthetic Potions that track the price of real-world assets. Synthetic Potions are intended to be used as fundamental building blocks in smart contracts, be it a dex or a game, and to bring the world's assets to the blockchain. Serving Stocks, Commodities, and ETFs on Arbitrum, BSC, and ETH 24/7","['Arbitrum', 'Binance']",PoisonFinance,61338.798396782775,"{'Binance': 22877.696497285655, 'Binance-staking': 16914.16216621377, 'Arbitrum-staking': 84244.02130189224, 'Arbitrum': 38461.10189949712, 'staking': 101158.183468106}",Synthetics
HaloDAO,https://www.halodao.com/,HaloDAO connects traditional and decentralised finance by providing the decentralised infrastructure for next generation payments and settlement.,"['Polygon', 'Ethereum', 'Arbitrum']",HaloDAOFinance,60513.484589025255,"{'Ethereum': 31.381809689275002, 'Polygon': 60455.8604109645, 'pool2': 40.285960171280585, 'Arbitrum': 26.242368371477998, 'Ethereum-pool2': 40.285960171280585}",Yield
Finext Finance,https://finext.finance,"FINEXT is a decentralized finance (DeFi) with a seigniorage algorithmic token on Arbitrum, bringing a model that follows the price of a defined asset (ETH in this case).",['Arbitrum'],finext_finance,60440.40101135427,{'Arbitrum': 60440.40101135427},Algo-Stables
ArbiNYAN,https://arbinyan.xyz,First fair launch token on Arbitrum,['Arbitrum'],arbinyan,60156.04237073592,"{'pool2': 16850.541805976023, 'Arbitrum-staking': 7625.075886376562, 'Arbitrum': 60156.04237073592, 'Arbitrum-pool2': 16850.541805976023, 'staking': 7625.075886376562}",Farm
Duet Protocol,https://duet.finance/,A parallel universe which turns flat assets into sharp assets.,"['Binance', 'Arbitrum']",duetprotocol,57102.75228040627,"{'Binance': 36494.988468056006, 'Binance-staking': 28848.987190854474, 'Arbitrum': 20607.763812350262, 'staking': 28848.987190854474}",Synthetics
MagicFox Swap,https://app.magicfox.fi/swap,"MagicFox is Multichain Solidly ve(3,3) Swap & Yield Optimizer on BNB Chain, Arbitrum and Polygon built atop LayerZero","['Arbitrum', 'Binance', 'Polygon']",magicfoxfi,56181.49726082178,"{'Binance': 5849.100817022081, 'Polygon': 102.35077213889761, 'Arbitrum': 50230.0456716608}",Dexes
Paribus,https://app.paribus.io,"A cross-chain borrowing and lending protocol for NFTs, liquidity positions, and synthetic assets, powered by the Cardano blockchain.",['Arbitrum'],paribus_io,55445.47957477739,"{'Arbitrum-borrowed': 57400.36189517779, 'Arbitrum': 55445.47957477739, 'borrowed': 57400.36189517779}",Lending
CougarSwap,https://cougarswap.io,Cougar Ecosystem - Advanced Yield Farming On Multiple Chains,"['Cronos', 'Binance', 'Avalanche', 'Moonbeam', 'Polygon', 'Harmony', 'Fantom', 'Arbitrum']",cougarswap,53405.846572301765,"{'Harmony-pool2': 19.193073681887018, 'Harmony-staking': 21.089704083256514, 'Fantom-staking': 7.067360291138724, 'Polygon-pool2': 387.82090271772364, 'Cronos-staking': 9821.474655637161, 'Harmony': 214.8370738285527, 'Binance-pool2': 938.271219081446, 'Binance': 7213.315227306883, 'Binance-staking': 1064.5499204411997, 'Moonbeam-staking': 139.62882969856716, 'Avalanche': 4754.2231336371115, 'Arbitrum': 48.23608844812162, 'Avalanche-pool2': 19.844612790200408, 'Fantom': 178.7454751089363, 'staking': 11077.655292360756, 'Cronos': 38173.4358390655, 'pool2': 17279.799105087877, 'Arbitrum-staking': 13.884604712627095, 'Moonbeam': 2475.620860433007, 'Avalanche-staking': 0, 'Polygon': 347.43287447364236, 'Cronos-pool2': 15752.108557794461, 'Polygon-staking': 9.960217496805745, 'Fantom-pool2': 41.64286812351691, 'Moonbeam-pool2': 117.65483239977188, 'Arbitrum-pool2': 3.263038498875063}",Yield
Key Finance,https://gmxkey.com,Liquidity solution for GMX stakers.,['Arbitrum'],gmxkey_com,49621.172226880415,{'Arbitrum': 49621.172226880415},Yield
SwapFish,https://swapfish.fi/,SwapFish Finance is a Decentralized Exchange protocol native to the Arbitrum blockchain. With SwapFish users can trade crypto assets as well as earn trading fees and FISH tokens,"['Arbitrum', 'Binance']",SwapFishFi,48179.85409580266,"{'Binance': 4135.1300688637875, 'Binance-staking': 0, 'Arbitrum-staking': 0, 'Arbitrum': 44044.72402693887, 'staking': 0}",Dexes
Whitehole Finance,https://whitehole.finance,"Whitehole Finance is a multi-asset lending protocol that uses NFTs and cryptocurrencies as collateral assets, solving the rigid capital efficiency of NFTs and providing easy access to DeFi through a smooth UI/UX.",['Arbitrum'],WhiteholeFi,47343.83386463474,"{'Arbitrum-borrowed': 35352.422299848266, 'Arbitrum': 47343.83386463474, 'borrowed': 35352.422299848266}",Lending
Parrot Defi,https://parrotdefi.com,Yield farming and staking on the Arbitrum network.,"['IoTeX', 'Arbitrum', 'Polygon', 'Harmony']",Parrotdefi1,46416.04792768342,"{'IoTeX': 39750.614109912014, 'Polygon': 1098.5238462171171, 'Arbitrum': 5505.907249803115, 'Harmony': 61.002721751174164}",Farm
Matrix Farm,https://matrix.farm,"Matrix is a Farm Aggregator that helps users to simplify their experience on the Fantom vast ecosystem. Indeed, being a Farm Aggregator, Matrix allows users to easily stake their FTM within different liquidity pools.","['Fantom', 'Dogechain', 'Arbitrum', 'Optimism', 'Binance']",farm_matrix,45765.90857337712,"{'Binance': 10.996224482551309, 'Optimism': 978.2232118801423, 'Dogechain': 2061.9397369144526, 'Arbitrum': 1812.3436783253687, 'Fantom': 40902.405721774616}",Yield Aggregator
Vovo Finance,https://vovo.finance,Structured products with various risk-returns and payoff structures through packaged financial instruments,['Arbitrum'],VovoFinance,43051.881859157016,{'Arbitrum': 43051.881859157016},Yield
Magic Land,https://magicland.fi,Magicland is an emerging sustainable decentralized one-stop DeFI portal that starts with yield farming powered on Arbitrium.,"['Arbitrum', 'IoTeX']",0xMagicland,38996.88567719279,"{'IoTeX': 8509.886957364124, 'Arbitrum': 30486.998719828665}",Yield
MyMetaTrader,https://www.mtrader.finance,"mTrader is a derivative DEX built on the Arbitrum One blockchain. mTrader aims to revolutionize the future of trading. As a decentralized platform, mTrader is governed by the community, with proposals and funding allocated through a transparent and democratic process. ",['Arbitrum'],MyMetaTrader,35891.995461,"{'Arbitrum-staking': 41865.400963736, 'Arbitrum': 35891.995461, 'staking': 41865.400963736}",Derivatives
EXIT10,https://exit10.fi,Exit10 is a USDC/ETH Uniswap V3 position in the $500 to $10K range which anyone can bond liquidity to. Fees from the position are automatically converted into staked ETH which can be claimed by burning EXIT tokens once ETH reaches $10K,"['Ethereum', 'Arbitrum']",EXIT10_ETH,35714.48482157005,"{'Ethereum': 23645.26659690222, 'Arbitrum': 12069.218224667831}",Yield Aggregator
Numoen,https://app.numoen.com/trade,"Numoen is an application for interacting with the Power Market Maker Protocol (PMMP). Deployed as a set of smart contracts on the blockchain, PMMP is an automated liquidity provider for Power Tokens. With these fungible leveraged tokens, traders can get squared leverage on any market with no liquidations. As a fully autonomous protocol, there are no admin functions and zero external dependencies. The core smart contracts are non-upgradable.","['Arbitrum', 'Polygon', 'Celo']",numoen,35389.95393826558,"{'Polygon': 1743.2551450713888, 'Celo': 559.2985250766624, 'Arbitrum': 33087.400268117526}",Derivatives
MahaLend,http://mahalend.com,MahaLend is a lending protocol that allows you to leverage DeFi yields with ARTH.,"['Ethereum', 'Arbitrum']",mahalend,35356.47838541053,"{'Ethereum': 24232.964777280067, 'Arbitrum-borrowed': 49758.73141968064, 'Ethereum-borrowed': 26383.287167514325, 'Arbitrum': 11123.513608130466, 'borrowed': 76142.01858719497}",Lending
E3,https://eliteness.network/e3,E3 is a Dex offering zero-slippage trading and capital efficiency through its 'Bucket' model and concentrated liquidity.,"['Arbitrum', 'Base', 'Fantom']",ftm1337,31599.13455780989,"{'Arbitrum': 21749.479608877, 'Base': 6588.018879237412, 'Fantom': 3261.636069695478}",Dexes
Garbi Protocol,https://garbi.io/earn.html,"Trade, reap the rewards and cultivate on a single, decentralized, community-powered platform",['Arbitrum'],garbi_protocol,31471.144005249607,"{'Arbitrum-staking': 5990.15631393331, 'Arbitrum': 31471.144005249607, 'staking': 5990.15631393331}",Yield
PonySwap,https://ponyswap.finance,"PonySwap is a DEX on the Arbitrum network, token swapping, yield farming, token locking & more.",['Arbitrum'],PonySwapFinance,30410.644356052722,{'Arbitrum': 30410.644356052722},Dexes
MIND Games,https://mindgames.io,"MIND Games is a DEX & Play and Earn Gaming Hub with DeFi instruments at the core of its crypto NFT-based economy, designed by gamers for gamers everywhere.",['Arbitrum'],MINDGames_io,29968.62883528568,"{'Arbitrum-staking': 360.735074, 'Arbitrum': 29968.62883528568, 'staking': 360.735074}",Dexes
Waterfall BSC,https://bsc.defiwaterfall.com,"Waterfall, a new Stable & Smart DeFi Token on BSC Network","['Binance', 'Arbitrum']",defi_waterfall,28626.170665222817,"{'pool2': 278.3921804088049, 'Arbitrum-staking': 90.56007803304315, 'Binance-pool2': 152.83858843815827, 'Binance': 27974.718029578155, 'Binance-staking': 2238.083816477778, 'Arbitrum': 651.4526356446607, 'Arbitrum-pool2': 125.55359197064662, 'staking': 2328.643894510821}",Yield
CrescentSwap,https://app.crescentswap.exchange/#/swap,"CrescentSwap is an Arbitrum-based ecosystem-focused and community-driven DEX based off the Uniswap v3 model. CrescentSwap was designed to be a highly efficient and adaptable protocol that allows both builders and users to harness our bespoke infrastructure for deep, sustained, and adaptive liquidity. Moonlight goes beyond the conventional DEX design to provide a tailored approach that favors composability.","['Arbitrum', 'Base']",CrescentSwap,27685.884454343595,"{'Arbitrum': 26881.465123442315, 'Base': 804.4193309012818}",Dexes
Diamond Protocol,https://dmo.finance,Diamond is a modular vault protocol where #DeFi strategists can build and deploy on-chain strategies without writing code.,"['Arbitrum', 'Optimism', 'Ethereum']",DiamondProtocol,26212.772753472786,"{'Optimism': 522.02403680906, 'Ethereum': 291.5828801401491, 'Arbitrum': 25399.165836523578}",Yield
Dexilla,https://dexilla.com/,Dexilla is a revolutionary order book DEX that offers a decentralized and trustless trading experience for users,"['Optimism', 'zkSync Era', 'Base', 'Arbitrum']",DexillaDAO,25871.328851165446,"{'Optimism': 7759.420218568501, 'zkSync Era': 6873.0308801160245, 'Arbitrum': 4664.466054930061, 'Base': 6574.4116975508605}",Dexes
SpaceDex,https://app.space-dex.io,"SpaceDex is a decentralized perpetual exchange platform that offers low swap fees with no price impact trades. Our platform offers a unique multi-asset pool in which users can earn rewards for providing liquidity via market making, swap, and leverage trades","['Binance', 'Arbitrum']",spacedexF,25140.87405329753,"{'Binance': 24476.693753045896, 'Binance-staking': 0, 'Arbitrum-staking': 0, 'Arbitrum': 664.1803002516353, 'staking': 0}",Derivatives
PairEx,https://pairex.io/,PairEx is a Decentralized Perpetual Exchange powered by the Arbitrum Network,['Arbitrum'],pairex_io,23311.32139507309,{'Arbitrum': 23311.32139507309},Derivatives
Forge SX Ovens,https://forge.sx/ovens,Forge is a brand new DeFi protocol enabling anyone to mint & trade real-world assets with the convenience of the blockchain.,['Arbitrum'],forge_sx,22825.103024,{'Arbitrum': 22825.103024},Synthetics
JOJO,https://app.jojo.exchange/trade,"JOJO is a decentralized perpetual contract trading platform that uses an off-chain matching and on-chain settlement order book model.JOJO balances liquidity and composability, providing professional traders with a smooth, fast, and low-cost trading experience and hedging capabilities for other DeFi protocols.","['Arbitrum', 'Binance', 'zkSync Era']",jojo_exchange,22334.792794806057,"{'Binance': 0.001733806055767176, 'zkSync Era': 0, 'Arbitrum': 22334.791061}",Derivatives
Predy V3.2,https://www.predy.finance,"Predy V3.2 allows traders to utilize portfolio margin for Squart and ETH perpetual trading while simplifying the creation of delta-neutral and leveraged LP positions. Rest assured, LP positions will always remain in-range, Squart addresses the liquidity fragmentation issue commonly found in perpetual options by eliminating strikes. This ensures positions consistently possess gamma, similar to at-the-money options.",['Arbitrum'],predyfinance,20836.865732135095,{'Arbitrum': 20836.865732135095},Derivatives
Mayfair Fund,https://www.mayfair.fund,"DEX Traded Funds are a group of pre-chosen underlying assets representing a wide range of themes and narratives of DeFi. Each DTF offers investors and traders alike the chance to invest, long or short sector funds offered by Mayfair while also earning yield.",['Arbitrum'],mayfairfund,20133.720596855455,"{'Arbitrum-staking': 58841.765397559386, 'Arbitrum': 20133.720596855455, 'staking': 58841.765397559386}",Farm
neuron,https://goneuron.xyz,The blazing fast privacy focused cross-chain bridge for transferring Ethereum native assets quickly and privately between L1 and L2 chains,"['Linea', 'Arbitrum', 'Base', 'Optimism']",goneuronxyz,19292.62644984711,"{'Optimism': 3497.3081633206248, 'Linea': 7101.1864967905685, 'Arbitrum': 4735.835593593175, 'Base': 3958.2961961427413}",Bridge
CroSwap,https://croswap.com,"Croswap is a community-driven, multi-chain DEX that is optimized to run on any EVM-compatible blockchain network.","['Cronos', 'Arbitrum']",CroswapOfficial,18188.716184259523,"{'Cronos': 18098.8403824468, 'Arbitrum-staking': 13.004980122435297, 'Cronos-staking': 78.78284476611815, 'Arbitrum': 89.87580181272433, 'staking': 91.78782488855344}",Dexes
Sterling Finance,https://www.sterling.finance,"Sterling is a decentralized exchange that has launched on Arbitrum with low fees, near 0 slippage on correlated assets and a strong focus on secondary markets for tokenized locks as NFT’s (veToken = veSVR).",['Arbitrum'],Sterling_Fi,17708.995930081626,{'Arbitrum': 17708.995930081626},Dexes
Forge SX Trade,https://forge.sx/trade,Official AMM Dex for Forge SX,['Arbitrum'],forge_sx,17399.334344746636,{'Arbitrum': 17399.334344746636},Dexes
Predy V2,https://www.predy.finance,Predy V2 ,['Arbitrum'],predyfinance,17261.04443675625,{'Arbitrum': 17261.04443675625},Derivatives
UniWswap UNIA Farms,https://farm.uniwswap.com/,UniWswap's farming protocol on Arbitrum and EthereumPoW,"['EthereumPoW', 'Arbitrum']",uniwswap,15522.804291251348,"{'pool2': 14114.039552048811, 'Arbitrum-staking': 732.3739682212795, 'EthereumPoW-staking': 22553.50527710545, 'EthereumPoW': 14872.637625781557, 'EthereumPoW-pool2': 13994.061651801996, 'Arbitrum': 650.1666654697901, 'Arbitrum-pool2': 119.97790024681444, 'staking': 23285.87924532673}",Farm
ArbiSwap,https://arbiswap.io/,"Interstellar speed. Intergalactic fun. Trade and earn your favorite cryptos with ArbiSwap, the best decentralized exchange on Arbitrum",['Arbitrum'],Arbi_Swap,13493.830132728348,{'Arbitrum': 13493.830132728348},Dexes
Narwhal Finance,https://narwhal.finance,Leverage trading with boundless asset selection. Seamless experience for #SocialTrading. Bringing the finest trading experience to Arbitrum and BNB chain.,"['Arbitrum', 'Binance']",Narwhal_Finance,13295.064452544677,"{'Binance': 3896.477364237095, 'Arbitrum': 9398.587088307582}",Derivatives
Liquid Bolt,https://app.liquidbolt.finance/farms,V-farm - 1st volatility yield farming dapp on multiple blockchains.,"['Fantom', 'Arbitrum', 'Binance', 'Polygon']",LiquidBoltFi,13262.266567484274,"{'Binance': 72.4155526707827, 'Polygon': 0.014358667658260589, 'Arbitrum': 4545.157524385972, 'Fantom': 8644.679131759862}",Yield
SugarSwap,https://sugarfinance.io,SugarSwap is a DeFi platform that provides both AMM and Farming on Arbitrum blockchain network,['Arbitrum'],_SugarSwap,12701.548377954654,"{'Arbitrum-staking': 2.3068687956899336, 'Arbitrum': 12701.548377954654, 'staking': 2.3068687956899336}",Dexes
Sharky Swap,https://sharkyswap.xyz,"Surf, trade and farm crypto between the waves, among the Elite.",['Arbitrum'],SharkySwapFi,12105.398972322306,"{'Arbitrum-staking': 3998.699222790583, 'Arbitrum': 12105.398972322306, 'staking': 3998.699222790583}",Dexes
Kimberlite,https://kimberlite.rocks/,"Multichain high Yield, Token/LP Locker, and Utility backed NFT Collection","['Binance', 'Kava', 'CORE', 'Polygon zkEVM', 'Arbitrum', 'Pulse', 'Ethereum', 'Polygon', 'Metis', 'Dogechain']",KimberliteLabs,11843.079911401874,"{'Metis': 0.999919, 'Polygon zkEVM': 338.2858861579611, 'Kava': 1614.897142, 'Pulse': 133.65715069597843, 'Binance': 8176.218521440382, 'Dogechain': 0.00054878, 'Ethereum': 15.834013952182874, 'Polygon': 5.47972, 'Arbitrum': 194.8718145988766, 'CORE': 1362.8351947764916}",Yield
Coinscope,https://www.coinscope.co/lockers/tokens,"Coinscope lockers offer a versatile solution that allows project owners to lock all types of tokens and liquidity on most blockchain networks. The platform supports a variety of features from custom vesting schedules, total locked tokens visualisation and the ability to seamless claim tokens from different wallets.","['Binance', 'Cronos', 'Harmony', 'Ethereum', 'Avalanche', 'Polygon', 'Telos', 'Arbitrum', 'Fantom']",coinscopecrypto,11842.848365704687,"{'Cronos': 0, 'Harmony': 0, 'Binance': 11842.848365704687, 'Ethereum': 0, 'Avalanche': 0, 'Polygon': 0, 'Telos': 0, 'Arbitrum': 0, 'Fantom': 0}",Services
Moonbase Alpha,https://exchange.themoonbase.app,Moonbase Alpha is an all in one decentralized haven for everything blockchain.,['Arbitrum'],MBaseAlpha,9316.203857147651,{'Arbitrum': 9316.203857147651},Dexes
Spherium,https://spherium.finance,"Spherium Finance ecosystem offers a complete suite of financial services comprising a universal wallet, token swap platform, money markets, staking services, and cross-chain liquidity transfer. Spherium aims to function as a global financial service provider, extending fundamental financial services to the unbanked.","['Polygon', 'Binance', 'Ethereum', 'Fantom', 'Arbitrum', 'Avalanche', 'Optimism', 'Cronos', 'OKExChain', 'Moonriver', 'Kucoin', 'Moonbeam', 'Aurora']",SpheriumFinance,7773.676862676563,"{'Optimism': 570.238389422, 'Cronos': 0, 'OKExChain': 0, 'Moonriver': 0, 'Kucoin': 0, 'Moonbeam': 0, 'Binance': 1214.234850904894, 'Ethereum': 1208.07142206, 'Aurora': 0, 'Avalanche': 684.88906014, 'Polygon': 2400.090380966709, 'Arbitrum': 728.69536017698, 'Fantom': 967.4573990059799}",Cross Chain
ArbiRise Finance,https://www.arbirise.finance,ArbiRiseFinance is a set of tools for DeFi users on Arbitrum.,['Arbitrum'],ArbiRiseFinance,7591.301684,{'Arbitrum': 7591.301684},Yield
Brinc Finance,https://brincx.io/#/,The Brinc protocol allows for the decentralized creation and governance of a token supply using a bonding curve algorithm that is hard-coded into solidity smart contracts.,['Arbitrum'],BrincFi,7415.755241632738,{'Arbitrum': 7415.755241632738},Yield
Swaprum,https://swaprum.finance,Swaprum is a next-generation decentralized exchange with a range of trading tools and potential earnings of up to 100% APY. Explore limitless possibilities in the world of DeFi with Swaprum.,['Arbitrum'],Swaprum,7004.567580314806,"{'Arbitrum-staking': 0, 'Arbitrum': 7004.567580314806, 'staking': 0}",Dexes
Factor V1,https://factor.fi,"Factor gives exposure to a wide variety of community-generated yield opportunities, including passive and active strategies, thematic indices, and more.",['Arbitrum'],FactorDAO,6599.890499086595,"{'Arbitrum-staking': 305412.7961879772, 'Arbitrum': 6599.890499086595, 'staking': 305412.7961879772}",Indexes
Carbon Finance,https://carbonfi.io,Farming protocol on Arbitrum,['Arbitrum'],carbonfi_io,6240.8944850434145,"{'pool2': 149.32549596607325, 'Arbitrum-staking': 0, 'Arbitrum': 6240.8944850434145, 'Arbitrum-pool2': 149.32549596607325, 'staking': 0}",Farm
Sweep n Flip,https://www.sweepnflip.io/,Sweep n' Flip is increasing liquidity and volume of NFT collections through a powerful AMM with simple UI/UX.,"['Polygon', 'Arbitrum', 'Ethereum']",SweepnFlip,5438.129731418287,"{'Ethereum': 395.58239999999904, 'Polygon': 4534.50789241462, 'Arbitrum': 508.03943900366744}",NFT Marketplace
Ithil,https://ithil.fi,Ithil is a financial interoperability layer that connects the whole web3 space facilitating new value creation via crowdlending,['Arbitrum'],ithil_protocol,5211.059965378017,{'Arbitrum': 5211.059965378017},Leveraged Farming
Predy V3,https://www.predy.finance,Predy V3.,['Arbitrum'],predyfinance,4992.709862623131,{'Arbitrum': 4992.709862623131},Derivatives
ZyberSwap Stableswap,https://app.zyberswap.io/exchange/swap,Community Driven Exchange on Arbitrum.,['Arbitrum'],zyberswap,4225.97757464142,{'Arbitrum': 4225.97757464142},Dexes
Factor V2,https://factor.fi,"Factor gives exposure to a wide variety of community-generated yield opportunities, including passive and active strategies, thematic indices, and more.",['Arbitrum'],FactorDAO,4033.1483524940304,{'Arbitrum': 4033.1483524940304},Yield
Openworld,https://app.openworld.vision/,Decentralized Derivative Exchange. Trade assets with up to 30x leverage,['Arbitrum'],OpenWorldVision,3373.9983335916054,{'Arbitrum': 3373.9983335916054},Derivatives
Etherberry Finance,https://www.etherberry.io,"Etherberry, an organic DeFi farm, is committed to improve Ethereum staking experience by enabling seamless swaps of staked Ethereum across different protocols. By planting your Ether with us, you can effortlessly earn and harvest $BERRY in addition to your staking rewards, all while contributing value to the Ethereum/Arbitrum ecosystem.",['Arbitrum'],etherberryfi,3353.5124721271923,"{'pool2': 1.572600867885844, 'Arbitrum': 3353.5124721271923, 'Arbitrum-pool2': 1.572600867885844}",Indexes
Metavisor,https://www.metavisor.app,"Liquidity Automation, Optimization & Management Platform.","['Ethereum', 'Binance', 'Polygon', 'Optimism', 'Arbitrum']",0xMetavisor,2911.4739288298597,"{'Binance': 233.94157806354977, 'Optimism': 16.732932018871967, 'Ethereum': 2610.172254494774, 'Polygon': 50.62716425266401, 'Arbitrum': 0}",Liquidity manager
ZigZag,https://trade.zigzag.exchange,A Layer 2 decentralized exchange (DEX) on zkSync ,['Arbitrum'],ZigZagExchange,2531.8084959591397,"{'zkSync': 0, 'offers': 1812546.861238189, 'zkSync-offers': 1812546.861238189, 'Arbitrum': 2531.8084959591397}",Dexes
Surge,https://www.surge-fi.com,"Borrow, lend, long or short any token on any chain. ",['Arbitrum'],Surge_Fi,2427.787190879011,"{'Arbitrum-borrowed': 3404.282167782725, 'Arbitrum': 2427.787190879011, 'borrowed': 3404.282167782725}",Lending
OnyxDAO,https://www.onyxdao.finance/,Farms to earn $ONYX,['Arbitrum'],OnyxDAO,2332.2986380160473,"{'pool2': 122.97835405664954, 'Arbitrum-staking': 124.33231999734211, 'Arbitrum': 2332.2986380160473, 'Arbitrum-pool2': 122.97835405664954, 'staking': 124.33231999734211}",Farm
Waterfall DEX,https://www.wtfdex.com/,Waterfall is the first DEX on Arbitrum that will find a purpose for many Meme tokens and not only! AMM on Arbitrum,['Arbitrum'],defi_waterfall,1842.7055133168144,"{'Arbitrum-staking': 0, 'Arbitrum': 1842.7055133168144, 'staking': 0}",Dexes
SynthEx,https://www.synthex.finance/,Synthex is a trustless synthetic asset issuance and trading protocol that enables users to trade without slippage on chain,['Arbitrum'],synthe_x,1802.395068534656,{'Arbitrum': 1802.395068534656},Synthetics
PSY,https://www.psy.money,PSY is a CDP platform for yield-bearing assets such as LSDs. PSY offers SLSD borrowing against a curated list of yield-bearing asset.,['Arbitrum'],PSY_Stablecoin,1740.49,{'Arbitrum': 1740.49},CDP
WhaleSwap,https://whaleswap.finance,A next-generation DEX on BNB Chain to maximize capital efficiency with the innovative Discretized-Liquidity-AMM model,"['Binance', 'Fantom', 'Avalanche', 'Polygon', 'Arbitrum', 'Optimism', 'Kava']",WhaleLoans,1557.424091274445,"{'Optimism': 27.247674187869162, 'Kava': 5.800885753017988, 'Optimism-staking': 2.885029296011945, 'Fantom-staking': 3.9579073698041713, 'Arbitrum-staking': 7.700654211659942, 'Binance': 1126.4513622396569, 'Binance-staking': 198.63204300343594, 'Avalanche': 118.82340237983257, 'Avalanche-staking': 1.782419779283926, 'Polygon': 111.59043430353536, 'Polygon-staking': 0, 'Arbitrum': 37.95802975219871, 'Fantom': 129.55230265833436, 'staking': 214.9580536601959}",Dexes
Hamburger Finance,https://hamburger.finance,"Solving the Big TVL problem, the Arbitrum Hamburger brings the best & juicy APR patties that grow as the TVL & veToken locks grow!",['Arbitrum'],HamburgerDEX,1013.7092719060646,{'Arbitrum': 1013.7092719060646},Dexes
ZenithSwap,https://app.zenithswap.com/swap,Decentralized Exchange on Arbitrum,['Arbitrum'],Zenith_Swap,978.4631202269435,"{'Arbitrum-staking': 196.8195251372337, 'Arbitrum': 978.4631202269435, 'staking': 196.8195251372337}",Dexes
Liquidrium,https://www.liquidrium.com,"Provide liquidity to a variety of high returning, actively managed UniswapV3 pairs","['Polygon', 'Arbitrum', 'Ethereum']",,977.9861305082107,"{'Ethereum': 12.139962601973163, 'Polygon': 887.0229836552106, 'Arbitrum': 78.823184251027}",Yield
TrainSwap,https://trainswap.io,Next Gen DEX platform on Arbitrum network,['Arbitrum'],trainswap0,873.4500136073854,"{'Arbitrum-staking': 0.21432022800748812, 'Arbitrum': 873.4500136073854, 'staking': 0.21432022800748812}",Dexes
SageBet,https://sage.bet,"SageBet is the first fully on-chain prediction market built on Arbitrum and Ethereum’s Virtual Machine. With no required signups or deposits, you can connect and start trading in seconds.",['Arbitrum'],sage_bet,750.000006,{'Arbitrum': 750.000006},Prediction Market
X Blue Finance,https://www.xblue.finance,"Xblue Finance is a decentralized protocol yieldfarming and yield aggregator built on the Arbitrum network, in order to provide liquidity pools in Camelot Exchange, attracting large scale of deep liquidity and increasing attraction by the L2 ecosystem.",['Arbitrum'],XBlueFinance,507.06741007630006,"{'pool2': 67.59493215033172, 'Arbitrum-staking': 208.337565, 'Arbitrum': 507.06741007630006, 'Arbitrum-pool2': 67.59493215033172, 'staking': 208.337565}",Yield
DefiCurrent,https://deficurrent.com/,"DefiCurrent aims to offer diversified barebones yield optimization to crypto native investors through pooled investment vehicles that distribute the cost of operating yield generation strategies (rebalancing, compounding, swapping, etc.) between the participants, resulting in higher yields and less management than an individual investment","['Arbitrum', 'Avalanche', 'Ethereum']",deficurrent,416.9080929570311,"{'Ethereum': 49.7686123132399, 'Avalanche': 134.77781858770732, 'Arbitrum': 232.36166205608387}",Yield Aggregator
L2FINANCE,https://l2fibank.xyz,L2FINANCE is a one-stop service platform for financial derivatives markets based on Layer2 technology.,['Arbitrum'],L2FINANCE,389.4634179867301,"{'Arbitrum-borrowed': 4.548837586707001, 'Arbitrum': 389.4634179867301, 'borrowed': 4.548837586707001}",Lending
JBC.Finance,https://jbc.finance,Leveraged Yield Farming Protocol,['Arbitrum'],JBCFinance,386.92087596270915,"{'pool2': 10.43184362204413, 'Arbitrum-staking': 0, 'Arbitrum': 386.92087596270915, 'Arbitrum-pool2': 10.43184362204413, 'staking': 0}",Leveraged Farming
